Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,ExperienceRatio,IncomePerYearExp,TenureSatisfaction
29,1,Travel_Rarely,350,Human Resources,13,Human Resources,1,56,2,Human Resources,1,Divorced,2335,3157,Yes,3,4,3,3,2,0.5,467.0,2
45,0,Non-Travel,589,Sales,2,Life Sciences,3,67,3,Sales Executive,3,Married,5154,19665,No,2,10,3,4,7,0.7,468.54545454545456,21
36,0,Travel_Rarely,430,Research & Development,2,Other,4,73,3,Research Scientist,2,Married,6962,19573,Yes,1,15,2,3,0,0.0,435.125,0
43,0,Travel_Frequently,1422,Sales,2,Life Sciences,1,92,3,Sales Executive,4,Married,5675,19246,No,1,7,5,3,7,1.0,709.375,28
27,0,Travel_Frequently,1297,Research & Development,5,Life Sciences,4,53,3,Laboratory Technician,4,Single,2379,19826,Yes,0,6,3,2,4,0.6666666666666666,339.85714285714283,16
29,0,Travel_Frequently,574,Research & Development,20,Medical,4,40,3,Laboratory Technician,4,Married,3812,7003,No,0,11,3,4,8,0.7272727272727273,317.6666666666667,32
32,0,Travel_Frequently,1318,Sales,10,Marketing,4,79,3,Sales Executive,4,Single,4648,26075,No,0,4,2,4,0,0.0,929.6,0
42,0,Non-Travel,355,Research & Development,10,Technical Degree,3,38,3,Research Scientist,3,Married,2936,6161,No,2,10,1,2,3,0.3,266.90909090909093,9
47,0,Travel_Rarely,207,Research & Development,9,Life Sciences,2,64,3,Laboratory Technician,3,Single,2105,5411,No,0,7,2,3,2,0.2857142857142857,263.125,6
46,0,Travel_Rarely,706,Research & Development,2,Life Sciences,4,82,3,Manufacturing Director,4,Divorced,8578,19989,No,1,12,4,2,8,0.6666666666666666,659.8461538461538,32
28,0,Non-Travel,280,Human Resources,1,Life Sciences,3,43,3,Human Resources,4,Divorced,2706,10494,No,1,3,2,3,2,0.6666666666666666,676.5,8
29,0,Travel_Rarely,726,Research & Development,29,Life Sciences,4,93,1,Healthcare Representative,3,Divorced,6384,21143,No,2,11,3,3,0,0.0,532.0,0
42,0,Travel_Rarely,1142,Research & Development,8,Life Sciences,4,81,3,Laboratory Technician,3,Single,3968,13624,No,0,8,3,3,0,0.0,440.8888888888889,0
32,1,Travel_Rarely,414,Sales,2,Marketing,3,82,2,Sales Executive,2,Single,9907,26186,Yes,0,7,3,2,2,0.2857142857142857,1238.375,4
46,0,Travel_Rarely,1319,Sales,3,Technical Degree,1,45,4,Sales Executive,1,Divorced,13225,7739,No,1,25,5,3,17,0.68,508.65384615384613,17
27,0,Travel_Rarely,728,Sales,23,Medical,2,36,2,Sales Representative,3,Married,3540,7018,No,1,9,5,3,8,0.8888888888888888,354.0,24
29,0,Travel_Rarely,352,Human Resources,6,Medical,4,87,2,Human Resources,2,Married,2804,15434,No,0,1,3,3,0,0.0,1402.0,0
43,0,Travel_Rarely,823,Research & Development,6,Medical,1,81,2,Manager,3,Married,19392,22539,No,0,21,2,3,12,0.5714285714285714,881.4545454545455,36
48,0,Travel_Rarely,1224,Research & Development,10,Life Sciences,4,91,2,Research Director,2,Married,19665,13583,No,0,29,3,3,10,0.3448275862068966,655.5,20
29,1,Travel_Frequently,459,Research & Development,24,Life Sciences,4,73,2,Research Scientist,4,Single,2439,14753,Yes,0,1,3,2,0,0.0,1219.5,0
46,1,Travel_Rarely,1254,Sales,10,Life Sciences,3,64,3,Sales Executive,2,Married,7314,14011,No,3,14,2,3,7,0.5,487.6,14
27,0,Travel_Frequently,1131,Research & Development,15,Life Sciences,4,77,2,Research Scientist,1,Married,4774,23844,No,1,8,2,2,6,0.75,530.4444444444445,6
39,0,Travel_Rarely,835,Research & Development,19,Other,4,41,3,Research Scientist,4,Divorced,3902,5141,No,3,7,2,3,2,0.2857142857142857,487.75,8
55,0,Travel_Rarely,836,Research & Development,2,Technical Degree,2,98,2,Research Scientist,4,Married,2662,7975,No,1,19,2,4,2,0.10526315789473684,133.1,8
28,0,Travel_Rarely,1172,Sales,3,Medical,2,78,3,Sales Representative,2,Married,2856,3692,No,1,1,3,3,0,0.0,1428.0,0
30,1,Travel_Rarely,945,Sales,9,Medical,2,89,3,Sales Representative,4,Single,1081,16019,No,0,1,3,2,0,0.0,540.5,0
22,1,Travel_Rarely,391,Research & Development,7,Life Sciences,4,75,3,Research Scientist,2,Single,2472,26092,Yes,0,1,2,3,0,0.0,1236.0,0
36,0,Travel_Rarely,1266,Sales,10,Technical Degree,2,63,2,Sales Executive,3,Married,5673,6060,Yes,1,10,4,3,9,0.9,515.7272727272727,27
31,0,Travel_Rarely,311,Research & Development,20,Life Sciences,2,89,3,Laboratory Technician,3,Divorced,4197,18624,No,1,10,2,3,8,0.8,381.54545454545456,24
34,0,Travel_Rarely,1480,Sales,4,Life Sciences,3,64,3,Sales Executive,4,Married,9713,24444,Yes,3,9,3,3,3,0.3333333333333333,971.3,12
29,0,Travel_Rarely,592,Research & Development,7,Life Sciences,4,59,3,Laboratory Technician,1,Single,2062,19384,No,0,11,2,3,2,0.18181818181818182,171.83333333333334,2
37,0,Travel_Rarely,783,Research & Development,7,Medical,4,78,3,Research Scientist,1,Married,4284,13588,Yes,1,16,2,3,3,0.1875,252.0,3
35,0,Travel_Rarely,219,Research & Development,16,Other,4,44,2,Manufacturing Director,2,Married,4788,25388,Yes,0,4,2,3,2,0.5,957.6,4
45,0,Travel_Rarely,556,Research & Development,25,Life Sciences,2,93,2,Manufacturing Director,4,Married,5906,23888,No,2,10,2,2,8,0.8,536.9090909090909,32
36,0,Travel_Frequently,1213,Human Resources,2,Human Resources,2,94,2,Human Resources,4,Single,3886,4223,No,0,10,2,2,1,0.1,353.27272727272725,4
40,0,Travel_Rarely,1137,Research & Development,1,Life Sciences,1,98,3,Manager,1,Divorced,16823,18991,No,1,22,3,3,7,0.3181818181818182,731.4347826086956,7
26,0,Travel_Rarely,482,Research & Development,1,Life Sciences,2,90,2,Research Scientist,3,Married,2933,14908,Yes,1,1,3,2,0,0.0,1466.5,0
27,0,Travel_Rarely,511,Sales,2,Medical,1,89,4,Sales Executive,3,Single,6500,26997,No,0,9,5,2,7,0.7777777777777778,650.0,21
48,0,Travel_Frequently,117,Research & Development,22,Medical,4,58,3,Manager,4,Divorced,17174,2437,No,1,24,3,3,17,0.7083333333333334,686.96,68
44,0,Travel_Rarely,170,Research & Development,1,Life Sciences,2,78,4,Healthcare Representative,1,Married,5033,9364,No,1,10,5,3,0,0.0,457.54545454545456,0
34,1,Non-Travel,967,Research & Development,16,Technical Degree,4,85,1,Research Scientist,1,Married,2307,14460,Yes,1,5,2,3,2,0.4,384.5,2
56,1,Travel_Rarely,1162,Research & Development,24,Life Sciences,1,97,3,Laboratory Technician,4,Single,2587,10261,No,0,5,3,3,2,0.4,431.1666666666667,8
36,0,Travel_Rarely,335,Sales,17,Marketing,3,33,2,Sales Executive,2,Married,5507,16822,No,2,12,1,1,2,0.16666666666666666,423.61538461538464,4
41,0,Travel_Rarely,337,Sales,8,Marketing,3,54,3,Sales Executive,2,Married,4393,26841,No,1,14,3,3,4,0.2857142857142857,292.8666666666667,8
42,0,Travel_Rarely,1396,Research & Development,6,Medical,3,83,3,Research Director,1,Married,13348,14842,No,1,18,3,4,7,0.3888888888888889,702.5263157894736,7
31,0,Travel_Rarely,1079,Sales,10,Medical,3,86,3,Sales Executive,4,Divorced,6583,20115,Yes,1,8,2,3,2,0.25,731.4444444444445,8
34,0,Travel_Rarely,735,Sales,3,Medical,4,75,2,Sales Executive,4,Married,8103,16495,Yes,0,9,3,2,2,0.2222222222222222,810.3,8
31,0,Travel_Rarely,471,Research & Development,4,Medical,1,62,4,Laboratory Technician,3,Divorced,3978,16031,No,1,4,0,2,2,0.5,795.6,6
26,0,Travel_Frequently,1096,Research & Development,6,Other,3,61,4,Laboratory Technician,4,Married,2544,7102,No,1,8,3,3,7,0.875,282.6666666666667,28
45,0,Travel_Frequently,1297,Research & Development,1,Medical,2,44,3,Healthcare Representative,3,Single,5399,14511,No,0,12,3,3,2,0.16666666666666666,415.3076923076923,6
33,0,Travel_Rarely,217,Sales,10,Marketing,2,43,3,Sales Executive,3,Single,5487,10410,No,0,10,2,2,4,0.4,498.8181818181818,12
28,0,Travel_Frequently,783,Sales,1,Life Sciences,3,42,2,Sales Executive,4,Married,6834,19255,Yes,1,7,2,3,7,1.0,854.25,28
29,1,Travel_Frequently,746,Sales,24,Technical Degree,3,45,4,Sales Representative,1,Single,1091,10642,No,0,1,3,3,0,0.0,545.5,0
39,0,Non-Travel,1251,Sales,21,Life Sciences,1,32,1,Sales Executive,3,Married,5736,3987,No,1,10,1,3,2,0.2,521.4545454545455,6
27,0,Travel_Rarely,1354,Research & Development,2,Technical Degree,2,41,3,Research Scientist,2,Married,2226,6073,No,1,6,3,2,3,0.5,318.0,6
34,0,Travel_Frequently,735,Research & Development,22,Other,3,86,2,Research Scientist,4,Married,5747,26496,Yes,0,16,3,3,10,0.625,338.05882352941177,40
28,1,Travel_Rarely,1475,Sales,13,Marketing,4,84,3,Sales Executive,3,Single,9854,23352,Yes,0,6,0,3,0,0.0,1407.7142857142858,0
47,0,Non-Travel,1169,Research & Development,14,Technical Degree,3,64,3,Research Scientist,2,Married,5467,2125,No,1,16,4,4,7,0.4375,321.5882352941176,14
56,0,Travel_Rarely,1443,Sales,11,Marketing,4,89,2,Sales Executive,1,Married,5380,20328,No,1,6,3,3,0,0.0,768.5714285714286,0
39,0,Travel_Rarely,867,Research & Development,9,Medical,1,87,3,Manufacturing Director,1,Married,5151,12315,No,1,10,3,3,0,0.0,468.27272727272725,0
38,0,Travel_Frequently,1394,Research & Development,8,Medical,4,58,2,Research Scientist,2,Divorced,2133,18115,Yes,1,20,3,3,11,0.55,101.57142857142857,22
58,0,Travel_Rarely,605,Sales,21,Life Sciences,4,72,3,Manager,4,Married,17875,11761,Yes,1,29,2,2,0,0.0,595.8333333333334,0
32,1,Travel_Frequently,238,Research & Development,5,Life Sciences,1,47,4,Research Scientist,3,Single,2432,15318,Yes,0,8,2,3,1,0.125,270.22222222222223,3
38,0,Travel_Rarely,1206,Research & Development,9,Life Sciences,2,71,3,Research Scientist,4,Divorced,4771,14293,No,2,10,0,4,2,0.2,433.72727272727275,8
49,0,Travel_Frequently,1064,Research & Development,2,Life Sciences,2,42,3,Research Director,4,Married,19161,13738,No,0,28,3,3,4,0.14285714285714285,660.7241379310345,16
42,0,Travel_Rarely,419,Sales,12,Marketing,2,77,3,Sales Executive,4,Divorced,5087,2900,Yes,2,14,4,3,0,0.0,339.1333333333333,0
27,1,Travel_Frequently,1337,Human Resources,22,Human Resources,1,58,2,Human Resources,2,Married,2863,19555,No,0,1,2,3,0,0.0,1431.5,0
35,0,Travel_Rarely,682,Sales,18,Medical,2,71,3,Sales Executive,1,Married,5561,15975,No,1,6,2,1,3,0.5,794.4285714285714,3
28,0,Non-Travel,1103,Research & Development,16,Medical,3,49,3,Research Scientist,3,Single,2144,2122,No,0,5,3,2,3,0.6,357.3333333333333,9
31,0,Non-Travel,976,Research & Development,3,Medical,3,48,3,Research Scientist,1,Divorced,3065,3995,Yes,1,4,3,4,2,0.5,613.0,2
36,0,Non-Travel,1351,Research & Development,9,Life Sciences,1,66,4,Laboratory Technician,2,Married,2810,9238,No,0,5,3,3,4,0.8,468.3333333333333,8
34,0,Travel_Rarely,937,Sales,1,Marketing,1,32,3,Sales Executive,4,Single,9888,6770,No,0,14,3,2,8,0.5714285714285714,659.2,32
34,0,Travel_Rarely,1239,Sales,13,Medical,4,39,3,Sales Executive,3,Divorced,8628,22914,No,1,9,2,2,7,0.7777777777777778,862.8,21
26,0,Travel_Rarely,157,Research & Development,1,Medical,3,95,3,Laboratory Technician,1,Single,2867,20006,No,0,8,6,2,7,0.875,318.55555555555554,7
29,0,Travel_Rarely,136,Research & Development,1,Life Sciences,1,89,3,Healthcare Representative,1,Married,5373,6225,No,1,6,5,2,3,0.5,767.5714285714286,3
32,0,Non-Travel,1146,Research & Development,15,Medical,3,34,3,Healthcare Representative,4,Divorced,6667,16542,No,1,9,6,3,1,0.1111111111111111,666.7,4
31,0,Travel_Frequently,1125,Research & Development,1,Life Sciences,4,48,1,Research Scientist,1,Married,5003,5771,No,0,10,6,3,8,0.8,454.8181818181818,8
28,1,Travel_Rarely,1404,Research & Development,17,Technical Degree,3,32,2,Laboratory Technician,4,Divorced,2367,18779,No,1,6,2,2,1,0.16666666666666666,338.14285714285717,4
38,0,Travel_Rarely,1404,Sales,1,Life Sciences,1,59,2,Sales Representative,1,Single,2858,11473,No,0,20,3,2,0,0.0,136.0952380952381,0
35,0,Travel_Rarely,1224,Sales,7,Life Sciences,3,55,3,Sales Executive,4,Married,5204,13586,Yes,0,10,2,3,8,0.8,473.09090909090907,32
27,0,Travel_Rarely,954,Sales,9,Marketing,4,44,3,Sales Executive,4,Single,4105,5099,No,0,7,5,3,7,1.0,513.125,28
32,0,Travel_Rarely,1373,Research & Development,5,Life Sciences,4,56,2,Manufacturing Director,4,Single,9679,10138,No,0,8,1,3,0,0.0,1075.4444444444443,0
31,1,Travel_Frequently,754,Sales,26,Marketing,1,63,3,Sales Executive,4,Married,5617,21075,Yes,0,10,4,3,7,0.7,510.6363636363636,28
53,1,Travel_Rarely,1168,Sales,24,Life Sciences,1,66,3,Sales Executive,1,Single,10448,5843,Yes,0,15,2,2,2,0.13333333333333333,653.0,2
54,0,Travel_Rarely,155,Research & Development,9,Life Sciences,1,67,3,Research Scientist,3,Married,2897,22474,No,2,9,6,2,3,0.3333333333333333,289.7,9
33,0,Travel_Frequently,1303,Research & Development,7,Life Sciences,4,36,3,Healthcare Representative,3,Divorced,5968,18079,No,3,9,2,3,7,0.7777777777777778,596.8,21
43,0,Travel_Rarely,574,Research & Development,11,Life Sciences,1,30,3,Healthcare Representative,3,Married,7510,16873,No,1,10,1,3,9,0.9,682.7272727272727,27
38,0,Travel_Frequently,1444,Human Resources,1,Other,4,88,3,Human Resources,2,Married,2991,5224,Yes,1,7,2,3,2,0.2857142857142857,373.875,4
55,0,Travel_Rarely,189,Human Resources,26,Human Resources,3,71,4,Manager,2,Married,19636,25811,Yes,1,35,0,3,9,0.2571428571428571,545.4444444444445,18
31,0,Travel_Rarely,1276,Research & Development,2,Medical,4,59,1,Laboratory Technician,4,Divorced,1129,17536,Yes,3,1,4,3,0,0.0,564.5,0
39,0,Travel_Rarely,119,Sales,15,Marketing,2,77,3,Sales Executive,1,Single,13341,25098,No,0,21,3,3,8,0.38095238095238093,606.4090909090909,8
42,0,Non-Travel,335,Research & Development,23,Life Sciences,4,37,2,Research Scientist,3,Single,4332,14811,No,0,20,2,3,9,0.45,206.28571428571428,27
31,0,Non-Travel,697,Research & Development,10,Medical,3,40,3,Research Director,3,Married,11031,26862,No,1,13,2,4,7,0.5384615384615384,787.9285714285714,21
54,0,Travel_Rarely,157,Research & Development,10,Medical,3,77,3,Manufacturing Director,1,Single,4440,25198,Yes,0,9,3,3,2,0.2222222222222222,444.0,2
24,0,Travel_Rarely,771,Research & Development,1,Life Sciences,2,45,2,Healthcare Representative,3,Single,4617,14120,No,0,4,2,2,3,0.75,923.4,9
23,0,Travel_Rarely,571,Research & Development,12,Other,4,78,3,Laboratory Technician,4,Single,2647,13672,No,0,5,6,4,2,0.4,441.1666666666667,8
40,0,Travel_Frequently,692,Research & Development,11,Technical Degree,4,73,3,Laboratory Technician,3,Married,6323,26849,No,1,10,2,4,9,0.9,574.8181818181819,27
40,0,Travel_Rarely,444,Sales,2,Marketing,2,92,3,Sales Executive,2,Married,5677,4258,No,1,15,4,3,8,0.5333333333333333,354.8125,16
25,0,Travel_Rarely,309,Human Resources,2,Human Resources,3,82,3,Human Resources,2,Married,2187,19655,No,0,6,3,3,0,0.0,312.42857142857144,0
30,0,Travel_Rarely,911,Research & Development,1,Medical,4,76,3,Laboratory Technician,2,Married,3748,4077,No,0,12,6,2,8,0.6666666666666666,288.3076923076923,16
25,0,Travel_Rarely,977,Research & Development,2,Other,4,57,3,Laboratory Technician,3,Divorced,3977,7298,Yes,1,7,2,2,2,0.2857142857142857,497.125,6
47,0,Travel_Rarely,1180,Research & Development,25,Medical,1,84,3,Healthcare Representative,3,Single,8633,13084,No,0,25,3,3,14,0.56,332.03846153846155,42
33,0,Non-Travel,1313,Research & Development,1,Medical,2,59,2,Laboratory Technician,3,Divorced,2008,20439,No,3,1,2,2,1,1.0,1004.0,3
38,0,Travel_Rarely,1321,Sales,1,Life Sciences,4,86,3,Sales Executive,2,Married,4440,7636,No,2,16,3,3,13,0.8125,261.1764705882353,26
31,0,Travel_Rarely,1154,Sales,2,Life Sciences,1,54,3,Sales Representative,3,Married,3067,6393,No,1,3,1,3,2,0.6666666666666666,766.75,6
38,0,Travel_Frequently,508,Research & Development,6,Life Sciences,1,72,2,Manufacturing Director,3,Married,5321,14284,No,1,10,1,3,3,0.3,483.72727272727275,9
42,0,Travel_Rarely,557,Research & Development,18,Life Sciences,4,35,3,Research Scientist,1,Divorced,5410,11189,Yes,1,9,3,2,3,0.3333333333333333,541.0,3
41,0,Travel_Rarely,642,Research & Development,1,Life Sciences,4,76,3,Research Scientist,4,Married,2782,21412,No,1,12,3,3,3,0.25,214.0,12
47,0,Non-Travel,1162,Research & Development,1,Medical,3,98,3,Research Director,2,Married,11957,17231,No,2,14,3,1,8,0.5714285714285714,797.1333333333333,16
35,0,Travel_Rarely,1490,Research & Development,11,Medical,4,43,3,Laboratory Technician,3,Married,2660,20232,Yes,1,5,3,3,2,0.4,443.3333333333333,6
22,0,Travel_Rarely,581,Research & Development,1,Life Sciences,4,63,3,Research Scientist,3,Single,3375,17624,No,0,4,2,4,2,0.5,675.0,6
35,0,Travel_Rarely,1395,Research & Development,9,Medical,2,48,3,Research Scientist,3,Single,5098,18698,No,0,10,5,3,7,0.7,463.45454545454544,21
33,0,Travel_Rarely,501,Research & Development,15,Medical,2,95,3,Healthcare Representative,4,Married,4878,21653,Yes,1,10,6,3,7,0.7,443.45454545454544,28
32,0,Travel_Rarely,267,Research & Development,29,Life Sciences,3,49,2,Laboratory Technician,2,Single,2837,15919,No,0,6,3,3,2,0.3333333333333333,405.2857142857143,4
40,0,Travel_Rarely,543,Research & Development,1,Life Sciences,1,83,3,Laboratory Technician,4,Married,2406,4060,No,2,8,3,2,0,0.0,267.3333333333333,0
32,0,Travel_Rarely,234,Sales,1,Medical,2,68,2,Sales Representative,2,Married,2269,18024,No,1,3,2,3,2,0.6666666666666666,567.25,4
39,0,Travel_Rarely,116,Research & Development,24,Life Sciences,1,52,3,Research Scientist,4,Single,4108,5340,No,0,18,2,3,7,0.3888888888888889,216.21052631578948,28
38,0,Travel_Rarely,201,Research & Development,10,Medical,2,99,1,Research Director,3,Married,13206,3376,No,1,20,3,3,16,0.8,628.8571428571429,48
32,0,Travel_Rarely,801,Sales,1,Marketing,3,48,3,Sales Executive,4,Married,10422,24032,No,2,14,3,3,10,0.7142857142857143,694.8,40
37,0,Travel_Rarely,161,Research & Development,10,Life Sciences,3,42,4,Research Director,4,Married,13744,15471,Yes,1,16,2,3,11,0.6875,808.4705882352941,44
25,0,Travel_Rarely,1382,Sales,8,Other,1,85,3,Sales Executive,3,Divorced,4907,13684,Yes,1,6,3,2,3,0.5,701.0,9
52,0,Non-Travel,585,Sales,29,Life Sciences,1,40,3,Sales Representative,4,Divorced,3482,19788,No,2,16,3,2,8,0.5,204.8235294117647,32
44,0,Travel_Rarely,1037,Research & Development,1,Medical,2,42,3,Research Scientist,4,Single,2436,13422,Yes,0,6,2,3,3,0.5,348.0,12
21,0,Travel_Rarely,501,Sales,5,Medical,3,58,3,Sales Representative,1,Single,2380,25479,Yes,0,2,6,3,2,1.0,793.3333333333334,2
39,0,Non-Travel,105,Research & Development,9,Life Sciences,4,87,3,Manager,4,Single,19431,15302,No,0,21,3,2,0,0.0,883.2272727272727,0
23,1,Travel_Frequently,638,Sales,9,Marketing,4,33,3,Sales Representative,1,Married,1790,26956,No,1,1,3,2,0,0.0,895.0,0
36,0,Travel_Rarely,557,Sales,3,Medical,1,94,2,Sales Executive,4,Married,7644,12695,No,2,10,2,3,7,0.7,694.9090909090909,28
36,0,Travel_Frequently,688,Research & Development,4,Life Sciences,4,97,3,Manufacturing Director,2,Divorced,5131,9192,No,3,18,3,3,2,0.1111111111111111,270.05263157894734,4
56,0,Non-Travel,667,Research & Development,1,Life Sciences,3,57,3,Healthcare Representative,3,Divorced,6306,26236,No,1,13,2,2,12,0.9230769230769231,450.42857142857144,36
29,1,Travel_Rarely,1092,Research & Development,1,Medical,1,36,3,Research Scientist,4,Married,4787,26124,Yes,3,4,3,4,2,0.5,957.4,8
42,0,Travel_Rarely,300,Research & Development,2,Life Sciences,1,56,3,Manager,3,Married,18880,17312,No,0,24,2,2,6,0.25,755.2,18
56,1,Travel_Rarely,310,Research & Development,7,Technical Degree,4,72,3,Laboratory Technician,3,Married,2339,3666,No,1,14,4,1,9,0.6428571428571429,155.93333333333334,27
41,0,Travel_Rarely,582,Research & Development,28,Life Sciences,1,60,2,Manufacturing Director,2,Married,13570,5640,No,1,21,3,3,7,0.3333333333333333,616.8181818181819,14
34,0,Travel_Rarely,704,Sales,28,Marketing,4,95,2,Sales Executive,3,Married,6712,8978,No,2,8,2,3,7,0.875,745.7777777777778,21
36,0,Non-Travel,301,Sales,15,Marketing,4,88,1,Sales Executive,4,Divorced,5406,10436,No,1,15,4,2,12,0.8,337.875,48
41,0,Travel_Rarely,930,Sales,3,Life Sciences,3,57,2,Sales Executive,2,Divorced,8938,12227,No,1,14,5,3,4,0.2857142857142857,595.8666666666667,8
32,0,Travel_Rarely,529,Research & Development,2,Technical Degree,4,78,3,Research Scientist,1,Single,2439,11288,No,0,4,4,3,2,0.5,487.8,2
35,0,Travel_Rarely,1146,Human Resources,26,Life Sciences,3,31,3,Human Resources,4,Single,8837,16642,Yes,0,9,2,3,0,0.0,883.7,0
38,0,Travel_Rarely,345,Sales,10,Life Sciences,1,100,3,Sales Executive,4,Married,5343,5982,No,1,10,1,3,7,0.7,485.72727272727275,28
50,1,Travel_Frequently,878,Sales,1,Life Sciences,2,94,3,Sales Executive,3,Divorced,6728,14255,No,2,12,3,3,3,0.25,517.5384615384615,9
36,0,Travel_Rarely,1120,Sales,11,Marketing,2,100,2,Sales Executive,4,Married,6652,14369,No,1,8,2,2,3,0.375,739.1111111111111,12
45,0,Travel_Rarely,374,Sales,20,Life Sciences,4,50,3,Sales Executive,3,Single,4850,23333,No,0,8,3,3,3,0.375,538.8888888888889,9
40,0,Travel_Rarely,1322,Research & Development,2,Life Sciences,3,52,2,Research Scientist,3,Single,2809,2725,No,0,8,2,3,2,0.25,312.1111111111111,6
35,0,Travel_Frequently,1199,Research & Development,18,Life Sciences,3,80,3,Healthcare Representative,3,Married,5689,24594,Yes,2,10,2,4,2,0.2,517.1818181818181,6
40,0,Travel_Rarely,1194,Research & Development,2,Medical,3,98,3,Research Scientist,3,Married,2001,12549,No,3,20,2,3,3,0.15,95.28571428571429,9
35,0,Travel_Rarely,287,Research & Development,1,Life Sciences,3,62,1,Research Scientist,4,Married,2977,8952,No,1,4,5,3,3,0.75,595.4,12
